2025-05-20 20:43:25,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:43:25,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:43:25,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:43:35,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:43:36,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:43:36,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:43:37,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:43:37,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:43:37,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:43:38,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:43:38,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:43:48,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:43:49,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:43:49,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:43:50,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:43:50,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:43:50,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:43:50,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:43:50,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:44:01,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:44:01,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:44:02,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:44:02,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:44:02,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:44:02,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:44:03,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:44:03,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:44:13,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:44:14,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
